away,cross,home,ones,twos,year
South Korea,4.69,Turkmenistan,8.78,1.31,2010
Lebanon,6.26,Uzbekistan,1.16,14.00,2010
Morocco,3.78,Rwanda,6.63,1.46,2010
Ivory Coast,4.33,Botswana,8.75,1.28,2010
Zimbabwe,3.21,Kenya,2.42,2.54,2010
Cameroon,4.71,Tanzania,7.91,1.31,2010
Angola,3.20,Uganda,3.25,2.01,2010
Egypt,4.11,Malawi,7.92,1.35,2010
Burkina Faso,3.89,Seychelles,6.64,1.40,2010
Iraq,3.24,China,2.21,2.96,2010
Saudi Arabia,4.18,Singapore,6.89,1.41,2010
Japan,4.36,Thailand,8.10,1.35,2010
Jordan,3.33,North Korea,1.79,4.22,2010
Ethiopia,3.20,Mauritania,2.18,2.90,2010
D.R. Congo,4.50,Djibouti,7.83,1.30,2010
Syria,3.10,Kuwait,2.36,2.76,2010
Senegal,2.75,Gambia,3.29,1.67,2010
Ghana,4.40,Lesotho,7.95,1.17,2010
Uganda,2.66,Benin,1.91,2.69,2010
Angola,2.84,Niger,3.65,1.59,2010
Sudan,3.33,Congo,1.67,4.50,2010
Malawi,3.29,D.R. Congo,1.34,5.36,2010
Rwanda,2.62,Ethiopia,1.95,2.67,2010
Botswana,2.91,Mozambique,1.53,3.98,2010
Togo,2.82,Swaziland,4.15,1.50,2010
Namibia,2.83,Zimbabwe,1.54,3.83,2010
Ivory Coast,4.65,Madagascar,9.48,1.12,2010
Cameroon,4.52,Mauritius,9.44,1.14,2010
Burundi,4.18,Burkina Faso,1.36,7.33,2010
Gabon,3.30,Libya,1.78,4.12,2010
Tanzania,3.29,Cape Verde,1.86,3.81,2010
Morocco,5.13,Mauritania,9.84,1.27,2010
Nigeria,4.38,Sierra Leone,7.63,1.35,2010
Thailand,5.15,Bahrain,1.25,9.81,2010
Australia,3.23,Iraq,3.51,2.01,2010
Iran,3.07,United Arab Emirates,3.03,2.30,2010
South Korea,3.27,Jordan,4.19,1.83,2010
Mali,3.41,Chad,5.27,1.63,2010
Saudi Arabia,4.54,Lebanon,6.18,3.01,2010
Singapore,6.11,Uzbekistan,1.19,14.59,2010
Japan,3.48,Oman,5.33,1.64,2010
Guinea,3.15,Kenya,2.82,2.27,2010
Equatorial Guinea,4.09,South Africa,1.42,6.90,2010
Tunisia,5.73,Seychelles,10.23,1.18,2010
Qatar,3.41,China,1.73,5.06,2010
Turkmenistan,4.24,North Korea,1.36,8.24,2010
Liberia,4.90,Algeria,1.27,10.07,2010
Egypt,7.90,Djibouti,18.67,1.09,2010
Puerto Rico,5.75,Honduras,1.15,12.50,2010
Lebanon,6.58,Saudi Arabia,1.14,13.20,2010
Kuwait,3.28,Syria,1.93,3.60,2010
China,3.21,Qatar,2.41,2.69,2010
United Arab Emirates,3.69,Iran,1.52,5.95,2010
North Korea,3.25,Turkmenistan,3.39,2.07,2010
Uzbekistan,3.24,Singapore,3.51,2.03,2010
Bahrain,3.16,Thailand,2.89,2.33,2010
Oman,5.63,Japan,1.18,13.25,2010
D.R. Congo,4.43,Egypt,1.30,8.35,2010
Congo,3.59,Mali,1.51,5.81,2010
Libya,5.03,Ghana,1.22,9.88,2010
Zimbabwe,3.91,Guinea,1.37,7.60,2010
Mozambique,5.80,Ivory Coast,1.18,10.78,2010
Gambia,3.18,Liberia,2.22,2.84,2010
Burkina Faso,5.50,Tunisia,1.18,10.88,2010
South Africa,3.75,Nigeria,1.45,6.26,2010
Benin,3.97,Angola,1.39,6.95,2010
Sierra Leone,3.49,Equatorial Guinea,1.57,5.13,2010
Seychelles,3.64,Burundi,1.51,5.79,2010
Iraq,4.15,Australia,1.37,7.44,2010
Algeria,3.38,Senegal,1.59,5.19,2010
Ethiopia,5.09,Morocco,1.22,10.13,2010
Zambia,3.16,Togo,1.86,4.05,2010
Cape Verde,7.25,Cameroon,1.09,16.75,2010
Kenya,3.18,Namibia,2.00,3.31,2010
Mauritania,3.30,Rwanda,1.74,4.26,2010
Madagascar,3.69,Botswana,1.48,5.94,2010
Mauritius,3.72,Tanzania,1.47,6.19,2010
Niger,4.19,Uganda,1.34,7.81,2010
Djibouti,4.29,Malawi,1.29,8.94,2010
Jordan,4.88,South Korea,1.28,9.46,2010
Swaziland,3.25,Eritrea,1.79,3.83,2010
Bermuda,3.20,Cayman Islands,3.08,2.08,2010
Bahamas,3.60,British Virgin Islands,4.80,1.88,2010
El Salvador,10.50,Anguilla,23.00,1.02,2010
British Virgin Islands,6.00,Bahamas,1.14,11.75,2010
Nicaragua,4.20,Netherlands,1.48,4.88,2010
Belize,4.20,Saint Kitts and Nevis,1.45,5.13,2010
Suriname,5.50,Montserrat,9.50,1.20,2010
Aruba,10.50,Antigua and Barbuda,1.03,20.50,2010
Dominica,6.00,Barbados,1.14,11.75,2010
United States Virgin Islands,5.25,Grenada,1.20,10.25,2010
Turks and Caicos Islands,3.35,Saint Lucia,2.18,2.75,2010
Iran,3.24,Kuwait,3.64,1.92,2010
Iraq,3.18,Qatar,2.79,2.33,2010
Japan,3.38,Bahrain,4.54,1.73,2010
United Arab Emirates,3.53,Syria,2.21,4.78,2010
Jordan,3.50,Turkmenistan,4.81,2.29,2010
Lebanon,3.34,Singapore,1.87,3.86,2010
Switzerland,3.05,Serbia,2.76,2.96,2018
Iceland,3.10,Nigeria,2.99,2.72,2018
Costa Rica,6.71,Brazil,1.21,19.17,2018
Croatia,3.29,Argentina,2.08,4.12,2018
Peru,3.87,France,1.61,6.61,2018
Australia,3.44,Denmark,1.91,4.69,2018
Spain,6.86,Iran,19.32,1.21,2018
Saudi Arabia,6.73,Uruguay,1.22,18.00,2018
Morocco,3.70,Portugal,1.70,6.04,2018
Egypt,3.57,Russia,1.95,4.31,2018
Senegal,3.06,Poland,2.52,3.33,2018
Japan,3.34,Colombia,1.89,5.11,2018
England,4.23,Tunisia,8.55,1.49,2018
Panama,6.77,Belgium,1.22,17.62,2018
South Korea,3.05,Sweden,2.27,3.93,2018
Switzerland,4.43,Brazil,1.48,8.11,2018
Mexico,4.58,Germany,1.49,7.24,2018
Serbia,3.43,Costa Rica,5.36,1.84,2018
Nigeria,3.79,Croatia,1.68,6.14,2018
Denmark,3.11,Peru,3.71,2.31,2018
Iceland,5.41,Argentina,1.33,11.34,2018
Australia,7.23,France,1.27,10.44,2018
Spain,3.28,Portugal,4.38,2.04,2018
Iran,2.98,Morocco,2.23,4.17,2018
Uruguay,4.10,Egypt,8.44,1.51,2018
Saudi Arabia,4.35,Russia,1.46,9.07,2018
New Zealand,6.11,Peru,1.21,16.93,2018
Honduras,3.55,Australia,1.67,6.08,2018
Denmark,2.77,Ireland,3.30,2.68,2018
Cape Verde,3.21,Burkina Faso,1.93,4.37,2018
South Africa,3.96,Senegal,1.51,7.05,2018
Sweden,4.08,Italy,1.49,8.36,2018
Croatia,3.45,Greece,3.88,2.04,2018
Northern Ireland,4.18,Switzerland,1.45,8.76,2018
Egypt,3.15,Ghana,2.02,4.11,2018
Uganda,2.85,Congo,3.10,2.62,2018
Ireland,3.46,Denmark,1.66,6.81,2018
Guinea,4.95,D.R. Congo,1.37,8.18,2018
Morocco,3.04,Ivory Coast,2.08,4.10,2018
Libya,6.63,Tunisia,1.17,20.41,2018
Mali,2.93,Gabon,2.37,3.42,2018
Cameroon,2.87,Zambia,2.67,3.00,2018
Peru,4.01,New Zealand,7.33,1.52,2018
Australia,3.07,Honduras,2.34,3.48,2018
Italy,3.03,Sweden,3.75,2.26,2018
Nigeria,3.37,Algeria,1.97,3.93,2018
Senegal,2.88,South Africa,2.99,2.64,2018
Greece,4.31,Croatia,1.39,11.61,2018
Switzerland,2.93,Northern Ireland,4.13,2.19,2018
USA,5.39,Trinidad & Tobago,12.61,1.27,2018
Switzerland,3.05,Serbia,2.76,2.96,2018
Iceland,3.10,Nigeria,2.99,2.72,2018
Costa Rica,6.71,Brazil,1.21,19.17,2018
Croatia,3.29,Argentina,2.08,4.12,2018
Peru,3.87,France,1.61,6.61,2018
Australia,3.44,Denmark,1.91,4.69,2018
Spain,6.86,Iran,19.32,1.21,2018
Saudi Arabia,6.73,Uruguay,1.22,18.00,2018
Morocco,3.70,Portugal,1.70,6.04,2018
Egypt,3.57,Russia,1.95,4.31,2018
Senegal,3.06,Poland,2.52,3.33,2018
Japan,3.34,Colombia,1.89,5.11,2018
England,4.23,Tunisia,8.55,1.49,2018
Panama,6.77,Belgium,1.22,17.62,2018
South Korea,3.05,Sweden,2.27,3.93,2018
Switzerland,4.43,Brazil,1.48,8.11,2018
Mexico,4.58,Germany,1.49,7.24,2018
Serbia,3.43,Costa Rica,5.36,1.84,2018
Nigeria,3.79,Croatia,1.68,6.14,2018
Denmark,3.11,Peru,3.71,2.31,2018
Iceland,5.41,Argentina,1.33,11.34,2018
Australia,7.23,France,1.27,10.44,2018
Spain,3.28,Portugal,4.38,2.04,2018
Iran,2.98,Morocco,2.23,4.17,2018
Uruguay,4.10,Egypt,8.44,1.51,2018
Saudi Arabia,4.35,Russia,1.46,9.07,2018
New Zealand,6.11,Peru,1.21,16.93,2018
Honduras,3.55,Australia,1.67,6.08,2018
Denmark,2.77,Ireland,3.30,2.68,2018
Cape Verde,3.21,Burkina Faso,1.93,4.37,2018
South Africa,3.96,Senegal,1.51,7.05,2018
Sweden,4.08,Italy,1.49,8.36,2018
Croatia,3.45,Greece,3.88,2.04,2018
Northern Ireland,4.18,Switzerland,1.45,8.76,2018
Egypt,3.15,Ghana,2.02,4.11,2018
Uganda,2.85,Congo,3.10,2.62,2018
Ireland,3.46,Denmark,1.66,6.81,2018
Guinea,4.95,D.R. Congo,1.37,8.18,2018
Morocco,3.04,Ivory Coast,2.08,4.10,2018
Libya,6.63,Tunisia,1.17,20.41,2018
Mali,2.93,Gabon,2.37,3.42,2018
Cameroon,2.87,Zambia,2.67,3.00,2018
Peru,4.01,New Zealand,7.33,1.52,2018
Australia,3.07,Honduras,2.34,3.48,2018
Italy,3.03,Sweden,3.75,2.26,2018
Nigeria,3.37,Algeria,1.97,3.93,2018
Senegal,2.88,South Africa,2.99,2.64,2018
Greece,4.31,Croatia,1.39,11.61,2018
Switzerland,2.93,Northern Ireland,4.13,2.19,2018
USA,5.39,Trinidad & Tobago,12.61,1.27,2018
Switzerland,3.05,Serbia,2.76,2.96,2018
Iceland,3.10,Nigeria,2.99,2.72,2018
Costa Rica,6.71,Brazil,1.21,19.17,2018
Croatia,3.29,Argentina,2.08,4.12,2018
Peru,3.87,France,1.61,6.61,2018
Australia,3.44,Denmark,1.91,4.69,2018
Spain,6.86,Iran,19.32,1.21,2018
Saudi Arabia,6.73,Uruguay,1.22,18.00,2018
Morocco,3.70,Portugal,1.70,6.04,2018
Egypt,3.57,Russia,1.95,4.31,2018
Senegal,3.06,Poland,2.52,3.33,2018
Japan,3.34,Colombia,1.89,5.11,2018
England,4.23,Tunisia,8.55,1.49,2018
Panama,6.77,Belgium,1.22,17.62,2018
South Korea,3.05,Sweden,2.27,3.93,2018
Switzerland,4.43,Brazil,1.48,8.11,2018
Mexico,4.58,Germany,1.49,7.24,2018
Serbia,3.43,Costa Rica,5.36,1.84,2018
Nigeria,3.79,Croatia,1.68,6.14,2018
Denmark,3.11,Peru,3.71,2.31,2018
Iceland,5.41,Argentina,1.33,11.34,2018
Australia,7.23,France,1.27,10.44,2018
Spain,3.28,Portugal,4.38,2.04,2018
Iran,2.98,Morocco,2.23,4.17,2018
Uruguay,4.10,Egypt,8.44,1.51,2018
Saudi Arabia,4.35,Russia,1.46,9.07,2018
New Zealand,6.11,Peru,1.21,16.93,2018
Honduras,3.55,Australia,1.67,6.08,2018
Denmark,2.77,Ireland,3.30,2.68,2018
Cape Verde,3.21,Burkina Faso,1.93,4.37,2018
South Africa,3.96,Senegal,1.51,7.05,2018
Sweden,4.08,Italy,1.49,8.36,2018
Croatia,3.45,Greece,3.88,2.04,2018
Northern Ireland,4.18,Switzerland,1.45,8.76,2018
Egypt,3.15,Ghana,2.02,4.11,2018
Uganda,2.85,Congo,3.10,2.62,2018
Ireland,3.46,Denmark,1.66,6.81,2018
Guinea,4.95,D.R. Congo,1.37,8.18,2018
Morocco,3.04,Ivory Coast,2.08,4.10,2018
Libya,6.63,Tunisia,1.17,20.41,2018
Mali,2.93,Gabon,2.37,3.42,2018
Cameroon,2.87,Zambia,2.67,3.00,2018
Peru,4.01,New Zealand,7.33,1.52,2018
Australia,3.07,Honduras,2.34,3.48,2018
Italy,3.03,Sweden,3.75,2.26,2018
Nigeria,3.37,Algeria,1.97,3.93,2018
Senegal,2.88,South Africa,2.99,2.64,2018
Greece,4.31,Croatia,1.39,11.61,2018
Switzerland,2.93,Northern Ireland,4.13,2.19,2018
USA,5.39,Trinidad & Tobago,12.61,1.27,2018
Mexico,3.17,Honduras,2.43,3.04,2018
Costa Rica,3.56,Panama,1.77,4.80,2018
Chile,4.20,Brazil,1.57,5.92,2018
Argentina,4.52,Ecuador,7.70,1.43,2018
Venezuela,5.27,Paraguay,1.34,9.28,2018
Colombia,3.23,Peru,2.75,2.67,2018
Bolivia,8.40,Uruguay,1.13,22.70,2018
Cyprus,12.91,Belgium,1.08,37.03,2018
Bosnia & Herzegovina,3.65,Estonia,4.95,1.79,2018
Belarus,16.94,France,1.05,47.22,2018
Gibraltar,30.01,Greece,1.01,72.55,2018
Faroe Islands,5.15,Hungary,1.33,11.04,2018
Andorra,4.50,Latvia,1.38,11.11,2018
Bulgaria,3.81,Luxembourg,5.15,1.73,2018
Sweden,4.21,Netherlands,1.85,3.92,2018
Switzerland,4.01,Portugal,1.63,5.87,2018
Syria,5.37,Australia,1.33,9.40,2018
Italy,4.06,Albania,7.89,1.51,2018
Turkey,3.19,Finland,2.91,2.62,2018
Liechtenstein,9.65,FYR Macedonia,1.10,35.10,2018
Kosovo,11.83,Iceland,1.07,35.91,2018
Spain,6.41,Israel,13.29,1.24,2018
Austria,4.77,Moldova,8.84,1.40,2018
Georgia,8.85,Serbia,1.13,24.22,2018
Croatia,3.54,Ukraine,3.04,2.35,2018
Ireland,3.26,Wales,2.17,3.80,2018
San Marino,32.59,Czech Republic,1.01,92.07,2018
Azerbaijan,23.40,Germany,1.03,51.38,2018
Northern Ireland,3.45,Norway,2.31,3.32,2018
Congo,6.51,Egypt,1.19,17.50,2018
Romania,5.38,Denmark,1.33,10.60,2018
Armenia,3.49,Kazakhstan,2.50,2.87,2018
England,6.42,Lithuania,14.61,1.24,2018
Montenegro,5.73,Poland,1.29,11.33,2018
Malta,17.84,Slovakia,1.04,46.75,2018
Scotland,3.56,Slovenia,2.84,2.61,2018
Honduras,3.45,Costa Rica,1.67,5.94,2018
Gabon,4.06,Morocco,1.43,9.18,2018
Portugal,25.22,Andorra,65.92,1.02,2018
Netherlands,7.51,Belarus,13.59,1.20,2018
France,6.67,Bulgaria,13.92,1.22,2018
Greece,3.80,Cyprus,7.15,1.58,2018
Hungary,4.98,Switzerland,1.35,10.27,2018
Senegal,3.08,Cape Verde,3.78,2.15,2018
Tunisia,3.02,Guinea,3.20,2.43,2018
D.R. Congo,3.30,Libya,4.58,1.88,2018
Estonia,8.09,Gibraltar,21.47,1.16,2018
Luxembourg,17.28,Sweden,1.05,35.74,2018
Algeria,3.50,Cameroon,1.74,5.15,2018
Zambia,4.22,Nigeria,1.39,10.34,2018
Belgium,3.73,Bosnia & Herzegovina,3.52,2.08,2018
Latvia,3.14,Faroe Islands,2.36,3.43,2018
Burkina Faso,3.14,South Africa,1.97,4.36,2018
Ghana,2.86,Uganda,2.49,3.30,2018
Trinidad & Tobago,8.46,Mexico,1.12,23.53,2018
Panama,3.87,USA,1.56,6.49,2018
Ivory Coast,3.25,Mali,3.93,2.01,2018
Serbia,3.61,Austria,3.79,2.05,2018
Finland,8.12,Croatia,1.14,26.77,2018
Moldova,9.40,Ireland,1.11,33.45,2018
FYR Macedonia,9.99,Italy,1.12,24.83,2018
Ukraine,8.07,Kosovo,21.07,1.15,2018
Israel,7.22,Liechtenstein,18.84,1.19,2018
Albania,13.27,Spain,1.08,37.65,2018
Iceland,3.71,Turkey,1.84,4.60,2018
Wales,3.61,Georgia,4.60,1.88,2018
Peru,6.88,Argentina,1.22,12.32,2018
Ecuador,5.49,Chile,1.33,9.14,2018
Paraguay,4.78,Colombia,1.37,9.24,2018
Uruguay,3.85,Venezuela,5.14,1.69,2018
Brazil,3.85,Bolivia,4.63,1.76,2018
Slovenia,5.45,England,1.30,11.13,2018
Lithuania,3.30,Malta,3.87,2.09,2018
Denmark,3.42,Montenegro,3.54,2.13,2018
Germany,5.60,Northern Ireland,9.97,1.33,2018
Kazakhstan,5.96,Romania,1.25,13.37,2018
Norway,18.97,San Marino,49.94,1.04,2018
Slovakia,3.46,Scotland,2.23,3.53,2018
Poland,6.44,Armenia,12.32,1.26,2018
Czech Republic,3.62,Azerbaijan,4.27,1.94,2018
Australia,3.42,Syria,5.44,1.75,2018
Mexico,2.82,Costa Rica,2.77,2.92,2018
Trinidad & Tobago,4.07,Panama,1.44,8.78,2018
Uruguay,3.20,Paraguay,2.85,2.59,2018
Venezuela,14.15,Argentina,1.06,31.70,2018
USA,3.17,Honduras,3.09,2.38,2018
Peru,4.35,Ecuador,1.53,6.04,2018
Brazil,3.35,Colombia,3.05,2.38,2018
Chile,3.78,Bolivia,4.47,1.78,2018
Zambia,3.73,Algeria,1.65,5.54,2018
Morocco,3.18,Mali,3.67,2.12,2018
Georgia,4.99,Austria,1.37,9.71,2018
Albania,3.03,FYR Macedonia,2.85,2.85,2018
Ukraine,3.14,Iceland,2.94,2.65,2018
Serbia,3.00,Ireland,3.09,2.63,2018
Israel,10.27,Italy,1.10,29.54,2018
Finland,3.59,Kosovo,4.58,1.86,2018
Spain,35.43,Liechtenstein,80.95,1.01,2018
Wales,6.20,Moldova,16.87,1.23,2018
Croatia,3.35,Turkey,3.75,2.13,2018
Senegal,3.05,Burkina Faso,2.98,2.52,2018
Uganda,4.12,Egypt,1.39,10.31,2018
Tunisia,3.11,D.R. Congo,2.42,3.06,2018
Gabon,6.10,Ivory Coast,1.20,17.28,2018
Japan,3.22,Saudi Arabia,2.61,2.76,2018
Cape Verde,3.97,South Africa,1.49,7.32,2018
Syria,3.42,Iran,1.83,4.58,2018
China,3.95,Qatar,4.18,1.77,2018
South Korea,3.24,Uzbekistan,3.53,2.15,2018
Ghana,3.29,Congo,3.79,2.03,2018
United Arab Emirates,3.23,Iraq,2.32,3.16,2018
Thailand,13.20,Australia,1.06,31.75,2018
New Zealand,7.08,Solomon Islands,11.32,1.16,2018
Guinea,3.29,Libya,3.50,2.13,2018
Slovakia,4.92,England,1.37,10.25,2018
Norway,8.32,Germany,1.16,20.63,2018
Romania,3.36,Montenegro,2.28,3.39,2018
Czech Republic,3.06,Northern Ireland,3.21,2.51,2018
Kazakhstan,12.60,Poland,1.08,33.27,2018
Malta,15.17,Scotland,1.06,46.83,2018
Lithuania,4.66,Slovenia,1.38,10.98,2018
Nigeria,3.22,Cameroon,2.90,2.49,2018
Denmark,4.88,Armenia,9.00,1.38,2018
San Marino,11.47,Azerbaijan,1.09,39.75,2018
Luxembourg,42.53,France,1.01,80.14,2018
Bosnia & Herzegovina,36.45,Gibraltar,78.96,1.01,2018
Belgium,4.11,Greece,6.71,1.57,2018
Portugal,4.69,Hungary,8.29,1.44,2018
Switzerland,5.77,Latvia,13.96,1.27,2018
Sweden,3.89,Belarus,6.44,1.62,2018
Cyprus,3.07,Estonia,3.31,2.47,2018
Andorra,3.80,Faroe Islands,1.55,8.09,2018
Bulgaria,5.98,Netherlands,1.31,10.47,2018
Kosovo,15.25,Croatia,1.05,48.49,2018
Burkina Faso,4.03,Senegal,1.44,8.76,2018
FYR Macedonia,3.78,Israel,1.70,5.53,2018
Italy,3.52,Spain,1.74,5.38,2018
Turkey,3.21,Ukraine,2.24,3.53,2018
Austria,3.30,Wales,2.21,3.56,2018
Liechtenstein,13.84,Albania,1.07,41.28,2018
Iceland,3.41,Finland,4.34,1.94,2018
Ireland,3.33,Georgia,5.10,1.86,2018
Moldova,9.80,Serbia,1.11,30.72,2018
Ivory Coast,2.97,Gabon,4.02,2.13,2018
Algeria,3.11,Zambia,3.24,2.35,2018
Panama,5.17,Mexico,1.28,13.86,2018
Honduras,3.08,Trinidad & Tobago,3.08,2.48,2018
Costa Rica,3.61,USA,1.69,5.47,2018
Mali,3.67,Morocco,1.56,7.28,2018
D.R. Congo,3.40,Tunisia,1.87,4.46,2018
Germany,5.03,Czech Republic,7.00,1.45,2018
Poland,3.41,Denmark,2.40,3.11,2018
Scotland,3.69,Lithuania,5.57,1.71,2018
England,20.85,Malta,52.96,1.03,2018
Azerbaijan,3.94,Norway,1.55,7.67,2018
Armenia,4.99,Romania,1.40,8.40,2018
Northern Ireland,19.08,San Marino,57.99,1.03,2018
Slovenia,3.24,Slovakia,1.99,4.51,2018
South Africa,2.95,Cape Verde,3.86,2.19,2018
Montenegro,3.65,Kazakhstan,5.00,1.79,2018
Cameroon,3.24,Nigeria,1.93,4.44,2018
Congo,5.33,Ghana,1.27,12.60,2018
Solomon Islands,8.28,New Zealand,1.12,19.21,2018
Bolivia,5.63,Peru,1.30,10.46,2018
Ecuador,6.77,Brazil,1.20,15.63,2018
Argentina,3.39,Uruguay,3.61,2.13,2018
Paraguay,5.40,Chile,1.31,10.85,2018
Colombia,3.93,Venezuela,5.78,1.62,2018
Gibraltar,39.52,Belgium,1.01,87.10,2018
Sweden,3.45,Bulgaria,4.57,1.89,2018
Bosnia & Herzegovina,4.43,Cyprus,8.30,1.45,2018
Netherlands,4.38,France,1.53,6.64,2018
Estonia,4.25,Greece,1.43,10.14,2018
Latvia,5.07,Hungary,1.33,11.50,2018
Belarus,3.64,Luxembourg,7.12,1.61,2018
Faroe Islands,25.67,Portugal,1.02,71.15,2018
Andorra,25.90,Switzerland,1.02,69.64,2018
Libya,3.73,Guinea,1.67,5.43,2018
Egypt,2.94,Uganda,3.79,2.19,2018
Uzbekistan,3.26,China,2.34,3.12,2018
Iran,3.09,South Korea,2.04,4.28,2018
Qatar,3.16,Syria,2.33,3.24,2018
Iraq,3.37,Thailand,3.28,2.22,2018
Australia,3.59,Japan,1.74,5.08,2018
Saudi Arabia,3.64,United Arab Emirates,5.24,1.70,2018
Trinidad & Tobago,6.06,Costa Rica,1.22,14.51,2018
Honduras,3.35,Panama,1.70,5.58,2018
South Korea,4.31,Qatar,7.55,1.45,2018
China,3.29,Syria,3.62,2.11,2018
Japan,4.42,Iraq,9.42,1.38,2018
United Arab Emirates,3.96,Thailand,5.16,1.64,2018
Solomon Islands,3.52,Papua New Guinea,2.15,3.04,2018
Uzbekistan,3.55,Iran,1.56,7.67,2018
USA,4.17,Mexico,1.53,6.22,2018
Spain,9.89,FYR Macedonia,24.98,1.12,2018
Croatia,3.46,Iceland,4.03,2.01,2018
Albania,3.50,Israel,1.89,4.59,2018
Liechtenstein,34.98,Italy,1.01,65.10,2018
Turkey,8.02,Kosovo,18.57,1.16,2018
Wales,3.50,Serbia,1.68,6.46,2018
Ukraine,3.15,Finland,4.91,1.96,2018
Austria,3.18,Ireland,2.22,3.74,2018
Georgia,3.13,Moldova,3.77,2.21,2018
Fiji,3.48,New Caledonia,1.93,3.44,2018
San Marino,38.35,Germany,1.01,90.07,2018
Slovakia,3.69,Lithuania,6.28,1.65,2018
Armenia,3.91,Montenegro,1.70,5.21,2018
Czech Republic,3.18,Norway,3.26,2.43,2018
Romania,3.88,Poland,1.57,7.17,2018
Northern Ireland,2.97,Azerbaijan,3.47,2.43,2018
Denmark,5.18,Kazakhstan,9.20,1.36,2018
England,3.68,Scotland,5.71,1.71,2018
Malta,10.99,Slovenia,1.09,33.00,2018
Hungary,9.30,Andorra,29.57,1.12,2018
Bulgaria,3.02,Belarus,2.67,3.02,2018
Greece,3.60,Bosnia & Herzegovina,1.71,5.77,2018
Belgium,7.39,Estonia,18.48,1.18,2018
Switzerland,7.63,Faroe Islands,19.23,1.17,2018
Cyprus,7.75,Gibraltar,17.91,1.18,2018
Portugal,10.43,Latvia,29.45,1.10,2018
Luxembourg,27.92,Netherlands,1.02,57.55,2018
France,3.70,Sweden,5.31,1.73,2018
Papua New Guinea,3.22,Solomon Islands,2.43,2.85,2018
Panama,3.54,Costa Rica,1.65,6.09,2018
Honduras,6.30,Mexico,1.19,17.37,2018
Trinidad & Tobago,8.37,USA,1.13,21.30,2018
Saudi Arabia,4.17,Australia,1.50,6.88,2018
New Caledonia,3.10,Fiji,2.51,2.84,2018
Papua New Guinea,4.52,Tahiti,1.39,6.91,2018
Uruguay,3.45,Peru,3.19,2.25,2018
USA,3.06,Panama,3.45,2.26,2018
Paraguay,7.99,Brazil,1.15,20.14,2018
Mexico,4.70,Trinidad & Tobago,10.16,1.34,2018
Venezuela,8.46,Chile,1.14,20.48,2018
Colombia,3.34,Ecuador,2.05,3.82,2018
Costa Rica,3.04,Honduras,2.83,2.66,2018
Argentina,3.25,Bolivia,3.49,2.22,2018
Iraq,3.77,Saudi Arabia,1.59,6.06,2018
Qatar,3.62,Uzbekistan,1.60,6.37,2018
China,3.83,Iran,1.57,6.30,2018
Syria,5.40,South Korea,1.25,14.26,2018
Thailand,14.79,Japan,1.05,32.89,2018
United Arab Emirates,4.87,Australia,1.34,9.67,2018
Fiji,9.72,New Zealand,1.07,33.22,2018
Slovakia,8.70,Malta,34.94,1.12,2018
Poland,3.66,Montenegro,5.22,1.73,2018
Norway,3.02,Northern Ireland,2.38,3.45,2018
Denmark,3.10,Romania,3.19,2.48,2018
Slovenia,3.03,Scotland,2.61,3.03,2018
Czech Republic,26.56,San Marino,68.78,1.01,2018
Kazakhstan,3.67,Armenia,1.72,5.27,2018
Germany,10.42,Azerbaijan,28.64,1.10,2018
Lithuania,11.08,England,1.08,37.97,2018
Greece,5.55,Belgium,1.29,12.20,2018
Netherlands,4.95,Bulgaria,8.85,1.38,2018
France,18.24,Luxembourg,56.01,1.04,2018
Hungary,6.07,Portugal,1.25,13.16,2018
Faroe Islands,3.83,Andorra,7.22,1.55,2018
Gibraltar,33.49,Bosnia & Herzegovina,1.01,95.48,2018
Estonia,3.11,Cyprus,2.23,3.66,2018
Belarus,4.25,Sweden,1.45,8.51,2018
Latvia,10.34,Switzerland,1.10,30.50,2018
Honduras,4.03,USA,1.54,6.09,2018
Costa Rica,3.87,Mexico,1.51,7.08,2018
New Zealand,6.70,Fiji,15.78,1.16,2018
Panama,3.03,Trinidad & Tobago,3.55,2.24,2018
Moldova,8.01,Austria,1.15,19.65,2018
Ukraine,3.92,Croatia,1.54,7.23,2018
Wales,2.97,Ireland,2.73,2.95,2018
Albania,6.27,Italy,1.21,18.45,2018
Iceland,6.32,Kosovo,11.72,1.25,2018
FYR Macedonia,4.41,Liechtenstein,8.21,1.44,2018
Israel,10.09,Spain,1.11,28.40,2018
Serbia,3.72,Georgia,5.77,1.67,2018
Finland,4.31,Turkey,1.44,8.92,2018
Chile,5.01,Argentina,1.37,8.63,2018
Peru,3.48,Venezuela,2.64,2.63,2018
Ecuador,3.30,Paraguay,2.50,2.91,2018
Brazil,3.32,Uruguay,3.72,2.12,2018
Bolivia,9.63,Colombia,1.10,23.48,2018
Iran,3.02,Qatar,4.35,2.01,2018
Japan,3.74,United Arab Emirates,5.25,1.67,2018
Australia,3.85,Iraq,6.43,1.55,2018
Uzbekistan,3.06,Syria,4.51,1.94,2018
Saudi Arabia,3.45,Thailand,3.91,1.95,2018
South Korea,3.13,China,3.52,2.16,2018
Tahiti,3.49,Papua New Guinea,2.70,2.30,2018
Brazil,3.97,Peru,5.68,1.63,2018
USA,3.27,Costa Rica,2.11,3.65,2018
Mexico,3.41,Panama,4.83,1.81,2018
Colombia,3.78,Argentina,1.60,6.53,2018
